product_sk,product_id,product_name,brand,sku,category_id,category_name,supplier_id,supplier_name,supplier_type,mrp,selling_price,cost_price,product_rating,total_reviews,product_status,is_returnable,launch_date,effective_start_date,effective_end_date,is_current
1278,PROD001336,Noise SoundPro 9301,Noise,SKU-NOI-HEA-3092,CAT0012,Headphones,SUP0132,AromaTherapy Essential Oils,Wholesaler,122468.0,97974.4,77687.52,3.6,30365,DISCONTINUED,true,2023-12-10,2026-06-07,9999-12-31,true
1285,PROD001344,JBL SoundPro 7306,JBL,SKU-JBL-HEA-8572,CAT0012,Headphones,SUP0151,Aura Wellness Trade Network,Distributor,110507.0,85090.39,60418.52,3.0,31330,ACTIVE,true,2023-08-14,2026-06-07,9999-12-31,true
1298,PROD001357,Yonex Max-repultion 2592,Yonex,SKU-YON-FIT-4156,CAT0084,Fitness Equipment,SUP0057,Golden Thread Handlooms,Retail Vendor,137722.0,100537.06,78520.02,4.7,24464,ACTIVE,true,2024-07-05,2026-06-07,9999-12-31,true
1325,PROD001384,Adidas Runner 1362,Adidas,SKU-ADI-FOO-5104,CAT0043,Footwear,SUP0156,GlowNation Beauty Merchants,Marketplace Seller,20702.0,14698.42,8880.41,4.6,19038,DISCONTINUED,false,2024-09-08,2026-06-07,9999-12-31,true
1339,PROD001399,Motorola iPhone 16 9612,Motorola,SKU-MOT-MOB-2188,CAT0006,Mobiles,SUP0197,Champion Trophies & Medals,Retail Vendor,67918.0,57051.12,45839.16,3.9,42097,ACTIVE,true,2025-03-06,2026-06-07,9999-12-31,true
1351,PROD001411,The Derma Co onion shampoo 5672,The Derma Co,SKU-THE-HAI-9225,CAT0078,Haircare,SUP0044,Sutra Weaves & Textiles,Distributor,121721.0,109548.9,71188.51,3.2,20404,ACTIVE,false,2025-04-05,2026-06-07,9999-12-31,true
1355,PROD001415,Mamaearth Dewy Glow 8192,Mamaearth,SKU-MAM-SKI-9791,CAT0071,Skincare,SUP0012,ByteSize Gadgets Inc.,Marketplace Seller,27061.0,18672.09,12576.16,3.1,3617,ACTIVE,true,2023-06-25,2026-06-07,9999-12-31,true
1359,PROD001419,Lotus Herbals Vitamin C Enriched 1035,Lotus Herbals,SKU-LOT-SKI-7198,CAT0071,Skincare,SUP0015,Vanguard Audio Systems,Retail Vendor,124857.0,118614.15,79026.93,3.0,17909,ACTIVE,false,2024-09-15,2026-06-07,9999-12-31,true
1378,PROD001439,ASUS Predator 6553,ASUS,SKU-ASU-LAP-1644,CAT0009,Laptops,SUP0195,Velocity Roller Skates,Retail Vendor,47002.0,31491.34,19571.69,4.0,5889,DISCONTINUED,true,2024-11-23,2026-06-07,9999-12-31,true
1384,PROD001446,Wrangler Slim Fit 9259,Wrangler,SKU-WRA-MEN-8224,CAT0020,Men Clothing,SUP0193,WildCountry Survival Kits,Distributor,106762.0,97153.42,78516.58,4.1,38385,OUT_OF_STOCK,false,2025-04-26,2026-06-07,9999-12-31,true
1387,PROD001449,Mamaearth Acne cream 4704,Mamaearth,SKU-MAM-SKI-6946,CAT0071,Skincare,SUP0186,TrekKer Hiking & Mountain Gear,Wholesaler,36725.0,31583.5,22389.86,3.4,36533,ACTIVE,true,2025-08-21,2026-06-07,9999-12-31,true
1391,PROD001453,Alphax pro-series 1879,Alphax,SKU-ALP-FIT-1878,CAT0084,Fitness Equipment,SUP0033,Kinetic Energy Batteries,Distributor,10228.0,8284.68,6652.42,3.7,27662,ACTIVE,true,2025-01-06,2026-06-07,9999-12-31,true
1398,PROD001460,Peter England Regular Fit 996,Peter England,SKU-PET-WOM-9924,CAT0032,Women Clothing,SUP0189,GoalPost Football Logistics,Distributor,7477.0,7103.15,4965.94,2.6,38186,ACTIVE,true,2026-02-17,2026-06-07,9999-12-31,true
1412,PROD001474,Motorola Redmi 1869,Motorola,SKU-MOT-MOB-1702,CAT0006,Mobiles,SUP0034,Magna Sound Distribution,Distributor,120773.0,108695.7,75985.32,4.2,26615,ACTIVE,true,2026-05-20,2026-06-07,9999-12-31,true
1416,PROD001478,H&M Regular Fit 5966,H&M,SKU-H&M-WOM-3050,CAT0032,Women Clothing,SUP0061,Prime Stitch Garment Factory,Wholesaler,53132.0,44630.88,35344.26,4.8,38263,ACTIVE,false,2025-10-20,2026-06-07,9999-12-31,true
1427,PROD001489,HRX Relaxed Fit 9429,HRX,SKU-HRX-MEN-2700,CAT0020,Men Clothing,SUP0093,FurnishCo Living Solutions,Retail Vendor,147491.0,107668.43,78205.79,3.0,37968,ACTIVE,true,2023-11-21,2026-06-07,9999-12-31,true
1428,PROD001490,Nivia B62 2182,Nivia,SKU-NIV-FIT-5198,CAT0084,Fitness Equipment,SUP0040,TechPort Terminal,Internal Warehouse Supplier,104259.0,69853.53,51251.9,4.3,704,ACTIVE,true,2024-06-03,2026-06-07,9999-12-31,true
1434,PROD001496,Lotus Herbals Vitamin C Enriched 5896,Lotus Herbals,SKU-LOT-SKI-6041,CAT0071,Skincare,SUP0070,ChicBoutique Apparel Seller,Marketplace Seller,57678.0,35760.36,23023.67,3.1,45424,ACTIVE,false,2024-07-22,2026-06-07,9999-12-31,true
1439,PROD001501,ASUS ROG 1901,ASUS,SKU-ASU-LAP-3102,CAT0009,Laptops,SUP0113,SwiftStorage Utility Boxes,Distributor,133152.0,85217.28,63313.82,2.7,45487,ACTIVE,true,2026-05-06,2026-06-07,9999-12-31,true
1470,PROD001532,Pepe Jeans Regular Fit 4442,Pepe Jeans,SKU-PEP-WOM-3985,CAT0032,Women Clothing,SUP0086,Elite Home Products,Wholesaler,48971.0,46522.45,32928.88,3.4,27060,ACTIVE,true,2023-10-14,2026-06-07,9999-12-31,true
1474,PROD001536,Noise Wave 4384,Noise,SKU-NOI-HEA-4564,CAT0012,Headphones,SUP0072,DesiWeaves Traditional Co,Wholesaler,131347.0,88002.49,71029.47,5.0,23140,ACTIVE,true,2024-07-20,2026-06-07,9999-12-31,true
1481,PROD001543,OnePlus Z fold 5639,OnePlus,SKU-ONE-MOB-2448,CAT0006,Mobiles,SUP0143,OrganicRoots Wellness Hub,Marketplace Seller,79478.0,65171.96,50951.24,4.1,5039,ACTIVE,true,2024-09-16,2026-06-07,9999-12-31,true
1491,PROD001553,HRX Slim Fit 3230,HRX,SKU-HRX-MEN-3495,CAT0020,Men Clothing,SUP0186,TrekKer Hiking & Mountain Gear,Wholesaler,89813.0,77239.18,56089.19,4.1,10964,OUT_OF_STOCK,false,2026-03-27,2026-06-07,9999-12-31,true
1508,PROD001571,Alphax A13 4144,Alphax,SKU-ALP-FIT-4924,CAT0084,Fitness Equipment,SUP0005,Silicon Valley Importers,Distributor,32038.0,25950.78,18402.73,4.2,15692,ACTIVE,true,2024-12-18,2026-06-07,9999-12-31,true
1515,PROD001578,Adidas A13 5267,Adidas,SKU-ADI-FIT-4864,CAT0084,Fitness Equipment,SUP0076,Nova Silk Route Traders,Distributor,1502.0,1216.62,799.43,2.8,11326,ACTIVE,true,2025-04-26,2026-06-07,9999-12-31,true
1518,PROD001581,Peter England Regular Fit 5809,Peter England,SKU-PET-WOM-9272,CAT0032,Women Clothing,SUP0012,ByteSize Gadgets Inc.,Marketplace Seller,6732.0,4241.16,3189.0,3.7,37208,ACTIVE,false,2026-01-10,2026-06-07,9999-12-31,true
1521,PROD001584,Alphax Max-repultion 8764,Alphax,SKU-ALP-FIT-4900,CAT0084,Fitness Equipment,SUP0158,ClearSkin Laser & Spa Supply,Distributor,89492.0,54590.12,45468.99,2.9,12739,ACTIVE,true,2026-01-22,2026-06-07,9999-12-31,true
1529,PROD001592,Xiaomi Nord 5748,Xiaomi,SKU-XIA-MOB-3639,CAT0006,Mobiles,SUP0116,ModularKitchen Hardware Labs,Distributor,94327.0,77348.14,48871.42,4.9,10138,ACTIVE,true,2025-07-03,2026-06-07,9999-12-31,true
1548,PROD001611,Lakmé Dewy Glow 8374,Lakmé,SKU-LAK-SKI-9907,CAT0071,Skincare,SUP0131,BioDerma Skincare Labs,Wholesaler,91820.0,69783.2,50227.31,2.7,31131,ACTIVE,true,2023-12-11,2026-06-07,9999-12-31,true
1550,PROD001613,Xiaomi iPhone 12 5121,Xiaomi,SKU-XIA-MOB-3533,CAT0006,Mobiles,SUP0039,TechNova Fulfillment Hub,Internal Warehouse Supplier,9784.0,7729.36,5504.74,2.6,31368,ACTIVE,true,2024-06-06,2026-06-07,9999-12-31,true
1553,PROD001616,Puma AirMax 6052,Puma,SKU-PUM-FOO-6375,CAT0043,Footwear,SUP0082,Modern Hosiery Wholesalers,Wholesaler,59757.0,42427.47,34516.09,3.2,2547,ACTIVE,true,2024-10-12,2026-06-07,9999-12-31,true
1567,PROD001630,H&M Regular Fit 9723,H&M,SKU-H&M-MEN-9509,CAT0020,Men Clothing,SUP0064,SmartFit Uniform Vendors,Retail Vendor,41027.0,29949.71,25407.22,3.5,36258,ACTIVE,false,2025-01-25,2026-06-07,9999-12-31,true
1580,PROD001643,Levis Relaxed Fit 103,Levis,SKU-LEV-WOM-3973,CAT0032,Women Clothing,SUP0064,SmartFit Uniform Vendors,Retail Vendor,59824.0,40680.32,34294.48,4.5,36109,OUT_OF_STOCK,true,2024-11-04,2026-06-07,9999-12-31,true
1588,PROD001651,HRX Slim Fit 2259,HRX,SKU-HRX-MEN-6559,CAT0020,Men Clothing,SUP0016,CoreCompute Server Supplies,Distributor,16009.0,10565.94,7959.07,5.0,24643,ACTIVE,true,2026-01-15,2026-06-07,9999-12-31,true
1589,PROD001652,Lenovo Legion 5560,Lenovo,SKU-LEN-LAP-7710,CAT0009,Laptops,SUP0118,PrimeDecor Window Curtains,Wholesaler,113849.0,105879.57,83936.89,2.9,17702,ACTIVE,true,2024-09-01,2026-06-07,9999-12-31,true
1599,PROD001663,Adidas C83 4826,Adidas,SKU-ADI-FIT-8629,CAT0084,Fitness Equipment,SUP0037,SuperConductor Supply Co,Wholesaler,17021.0,16169.95,12258.77,4.2,15801,DISCONTINUED,true,2024-07-17,2026-06-07,9999-12-31,true
1600,PROD001664,Alphax C83 5929,Alphax,SKU-ALP-FIT-9378,CAT0084,Fitness Equipment,SUP0006,Nexus Digital Wholesalers LLP,Wholesaler,97004.0,58202.4,37677.55,3.0,33823,OUT_OF_STOCK,true,2025-07-04,2026-06-07,9999-12-31,true
1615,PROD001679,Cosco Max-repultion 3813,Cosco,SKU-COS-FIT-7665,CAT0084,Fitness Equipment,SUP0109,StainlessCraft Heavy Metal,Wholesaler,106653.0,90655.05,76252.84,4.6,1487,ACTIVE,false,2025-03-04,2026-06-07,9999-12-31,true
1626,PROD001690,MSI Inspiron 333,MSI,SKU-MSI-LAP-7361,CAT0009,Laptops,SUP0142,VelvetSkin Body Lotions,Wholesaler,51337.0,41582.97,28291.7,2.6,40434,ACTIVE,false,2025-07-05,2026-06-07,9999-12-31,true
1652,PROD001718,Samsung iPhone 12 4730,Samsung,SKU-SAM-MOB-8174,CAT0006,Mobiles,SUP0061,Prime Stitch Garment Factory,Wholesaler,61639.0,38832.57,25584.15,4.7,46403,OUT_OF_STOCK,true,2025-06-01,2026-06-07,9999-12-31,true
1658,PROD001724,Adidas C83 1902,Adidas,SKU-ADI-FIT-7478,CAT0084,Fitness Equipment,SUP0072,DesiWeaves Traditional Co,Wholesaler,41304.0,24782.4,20212.2,4.4,45023,ACTIVE,false,2023-11-01,2026-06-07,9999-12-31,true
1662,PROD001728,Sony BassX 7637,Sony,SKU-SON-HEA-9685,CAT0012,Headphones,SUP0172,PrimeConsumables Supply Corp,Wholesaler,149554.0,97210.1,62249.84,4.5,11137,ACTIVE,true,2026-05-02,2026-06-07,9999-12-31,true
1665,PROD001731,Bata Runner 5578,Bata,SKU-BAT-FOO-8103,CAT0043,Footwear,SUP0050,KidZonia Clothing Supply,Retail Vendor,85749.0,81461.55,68147.52,3.6,46102,ACTIVE,true,2024-04-08,2026-06-07,9999-12-31,true
1675,PROD001741,Levis Regular Fit 3743,Levis,SKU-LEV-MEN-3151,CAT0020,Men Clothing,SUP0156,GlowNation Beauty Merchants,Marketplace Seller,49010.0,30386.2,23482.86,4.8,41678,ACTIVE,false,2025-01-19,2026-06-07,9999-12-31,true
1687,PROD001753,The Derma Co Sheet-mask 4516,The Derma Co,SKU-THE-SKI-4501,CAT0071,Skincare,SUP0049,ActiveWear Garment Hub,Wholesaler,118898.0,105819.22,69049.28,4.0,37091,ACTIVE,true,2026-04-10,2026-06-07,9999-12-31,true
1694,PROD001760,Alphax pro-series 3260,Alphax,SKU-ALP-FIT-4783,CAT0084,Fitness Equipment,SUP0197,Champion Trophies & Medals,Retail Vendor,4478.0,3313.72,2402.39,3.1,4826,ACTIVE,true,2025-03-06,2026-06-07,9999-12-31,true
1695,PROD001761,Nivia A13 2955,Nivia,SKU-NIV-FIT-4502,CAT0084,Fitness Equipment,SUP0078,Mega Supply Chain Pvt Ltd,Wholesaler,84922.0,72183.7,44500.45,3.3,47159,ACTIVE,false,2025-06-15,2026-06-07,9999-12-31,true
1706,PROD001772,Sony BassX 5970,Sony,SKU-SON-HEA-6970,CAT0012,Headphones,SUP0138,Glamour World Makeup Distro,Distributor,14334.0,13043.94,10733.14,3.7,332,ACTIVE,true,2024-11-09,2026-06-07,9999-12-31,true
1720,PROD001787,JBL BassX 7875,JBL,SKU-JBL-HEA-5278,CAT0012,Headphones,SUP0146,Infinity Salon Systems,Distributor,98528.0,59116.8,39194.9,4.9,3117,ACTIVE,true,2025-09-04,2026-06-07,9999-12-31,true
1727,PROD001795,Reebok Runner 4294,Reebok,SKU-REE-FOO-6037,CAT0043,Footwear,SUP0163,SpaLuxury Essential Oils,Retail Vendor,1739.0,1147.74,932.21,3.9,19112,ACTIVE,false,2023-10-13,2026-06-07,9999-12-31,true
1752,PROD001820,Apple Redmi 1783,Apple,SKU-APP-MOB-2095,CAT0006,Mobiles,SUP0203,NetPlay Badminton Systems,Wholesaler,62265.0,52925.25,40149.25,4.7,25166,ACTIVE,true,2024-06-02,2026-06-07,9999-12-31,true
1759,PROD001827,Spykar Regular Fit 2760,Spykar,SKU-SPY-WOM-5717,CAT0032,Women Clothing,SUP0026,Vertex SmartHome Systems,Retail Vendor,77000.0,60830.0,41084.6,3.3,8994,ACTIVE,true,2025-09-11,2026-06-07,9999-12-31,true
1761,PROD001829,Motorola iPhone 16 3340,Motorola,SKU-MOT-MOB-5638,CAT0006,Mobiles,SUP0177,ProFit Gym Equipment Trade,Distributor,4887.0,4398.3,3133.15,3.4,15538,ACTIVE,true,2024-03-26,2026-06-07,9999-12-31,true
1763,PROD001831,The Derma Co onion shampoo 9936,The Derma Co,SKU-THE-HAI-3020,CAT0078,Haircare,SUP0047,DenimCraft Manufacturing Co,Distributor,86272.0,69017.6,52060.69,3.3,11825,ACTIVE,true,2024-11-16,2026-06-07,9999-12-31,true
1774,PROD001842,Nike Sprint 5985,Nike,SKU-NIK-FOO-5244,CAT0043,Footwear,SUP0028,Broadband Supply Partners,Distributor,105505.0,75963.6,52011.72,3.2,39008,ACTIVE,true,2024-02-17,2026-06-07,9999-12-31,true
1777,PROD001845,Adidas Sprint 7093,Adidas,SKU-ADI-FOO-9811,CAT0043,Footwear,SUP0162,BabySafe Hypoallergenic Products,Wholesaler,76623.0,61298.4,38892.79,3.8,12800,ACTIVE,true,2026-05-31,2026-06-07,9999-12-31,true
1784,PROD001853,The Derma Co Waterproof Gel 311,The Derma Co,SKU-THE-SKI-8789,CAT0071,Skincare,SUP0041,Urban Fashion Traders,Distributor,63881.0,44077.89,26764.92,4.9,10091,ACTIVE,true,2024-10-05,2026-06-07,9999-12-31,true
1790,PROD001859,The Derma Co body gel 4880,The Derma Co,SKU-THE-HAI-3406,CAT0078,Haircare,SUP0053,Monarch Leather Goods,Wholesaler,66781.0,43407.65,26137.51,4.3,31702,ACTIVE,true,2023-08-04,2026-06-07,9999-12-31,true
1792,PROD001861,Mamaearth onion shampoo 5921,Mamaearth,SKU-MAM-HAI-7256,CAT0078,Haircare,SUP0101,EcoClean Home Consumables,Retail Vendor,97496.0,70197.12,50169.28,3.6,9153,OUT_OF_STOCK,true,2023-08-16,2026-06-07,9999-12-31,true
1795,PROD001865,Sony Wave 4795,Sony,SKU-SON-HEA-5842,CAT0012,Headphones,SUP0149,DermaCare Clinical Supplies,Wholesaler,114395.0,76644.65,55118.53,4.8,24114,DISCONTINUED,true,2025-05-01,2026-06-07,9999-12-31,true
1797,PROD001867,The Derma Co Acne cream 9032,The Derma Co,SKU-THE-SKI-4992,CAT0071,Skincare,SUP0094,LuxeBedding Linens & Sheets,Wholesaler,55623.0,45054.63,36905.67,2.6,33067,ACTIVE,true,2025-11-12,2026-06-07,9999-12-31,true
1798,PROD001868,Noise SoundPro 9513,Noise,SKU-NOI-HEA-5314,CAT0012,Headphones,SUP0122,Zodiac Clock Manufacturing,Marketplace Seller,101602.0,96521.9,69501.65,4.7,37730,ACTIVE,true,2023-11-17,2026-06-07,9999-12-31,true
1799,PROD001869,Adidas Sprint 5184,Adidas,SKU-ADI-FOO-3830,CAT0043,Footwear,SUP0108,DreamSleep Mattress Co.,Distributor,67126.0,46316.94,27854.67,4.9,9832,ACTIVE,true,2025-05-17,2026-06-07,9999-12-31,true
1800,PROD001870,Bata Runner 4555,Bata,SKU-BAT-FOO-5206,CAT0043,Footwear,SUP0170,ExpressCargo Wholesale Traders,Wholesaler,85428.0,58945.32,39879.61,3.3,30639,ACTIVE,true,2024-08-12,2026-06-07,9999-12-31,true
5,PROD000006,Adidas A13 6329,Adidas,SKU-ADI-FIT-6241,CAT0084,Fitness Equipment,SUP0100,HomeGlow Lighting Enterprise,Distributor,87274.0,72437.42,56034.32,3.1,45542,ACTIVE,false,2025-09-19,2026-06-07,9999-12-31,true
15,PROD000017,Pepe Jeans Regular Fit 9143,Pepe Jeans,SKU-PEP-MEN-7040,CAT0020,Men Clothing,SUP0034,Magna Sound Distribution,Distributor,121199.0,113927.06,86066.75,4.9,35421,ACTIVE,true,2023-10-27,2026-06-07,9999-12-31,true
17,PROD000019,Pepe Jeans Regular Fit 4372,Pepe Jeans,SKU-PEP-MEN-7343,CAT0020,Men Clothing,SUP0108,DreamSleep Mattress Co.,Distributor,50496.0,41911.68,34336.78,2.8,48715,OUT_OF_STOCK,false,2023-06-05,2026-06-07,9999-12-31,true
27,PROD000030,Acer ROG 1013,Acer,SKU-ACE-LAP-2073,CAT0009,Laptops,SUP0215,Sports Ingestion Center,Internal Warehouse Supplier,26849.0,16646.38,13098.4,3.3,46267,ACTIVE,true,2025-11-14,2026-06-07,9999-12-31,true
34,PROD000037,Cosco pro-series 6173,Cosco,SKU-COS-FIT-8078,CAT0084,Fitness Equipment,SUP0019,Delta Semiconductor Corp,Distributor,15800.0,10744.0,8255.82,2.6,37090,ACTIVE,true,2025-12-05,2026-06-07,9999-12-31,true
38,PROD000041,Wrangler Slim Fit 1504,Wrangler,SKU-WRA-WOM-9109,CAT0032,Women Clothing,SUP0118,PrimeDecor Window Curtains,Wholesaler,112835.0,90268.0,56453.61,3.0,29336,ACTIVE,true,2024-04-18,2026-06-07,9999-12-31,true
40,PROD000043,Adidas A13 5014,Adidas,SKU-ADI-FIT-2416,CAT0084,Fitness Equipment,SUP0024,Titan Battery Technologies,Wholesaler,144045.0,136842.75,99845.49,3.1,10749,ACTIVE,true,2025-12-27,2026-06-07,9999-12-31,true
59,PROD000064,Nike Sprint 4217,Nike,SKU-NIK-FOO-6718,CAT0043,Footwear,SUP0058,Royal Heritage Textiles,Distributor,106150.0,79612.5,50786.96,4.7,41812,ACTIVE,false,2026-04-08,2026-06-07,9999-12-31,true
101,PROD000107,Head & shoulder Anti-dendruff 5886,Head & shoulder,SKU-HEA-HAI-3172,CAT0078,Haircare,SUP0069,FastFashion Supply Network,Marketplace Seller,88866.0,61317.54,48870.29,4.2,7885,ACTIVE,true,2023-08-01,2026-06-07,9999-12-31,true
111,PROD000118,Pepe Jeans Slim Fit 1034,Pepe Jeans,SKU-PEP-MEN-9061,CAT0020,Men Clothing,SUP0154,Royal Fragrance Import House,Distributor,55846.0,45235.26,37964.82,2.7,9981,ACTIVE,true,2025-05-25,2026-06-07,9999-12-31,true
118,PROD000125,Lotus Herbals Vitamin C Enriched 2720,Lotus Herbals,SKU-LOT-SKI-4114,CAT0071,Skincare,SUP0128,OmniChannel Inventory Partners,Marketplace Seller,60578.0,40587.26,26405.03,3.1,26027,ACTIVE,true,2024-01-25,2026-06-07,9999-12-31,true
135,PROD000142,The Derma Co onion shampoo 6603,The Derma Co,SKU-THE-HAI-9076,CAT0078,Haircare,SUP0180,AdventureGear Camping Supplies,Distributor,21655.0,13426.1,10051.02,4.6,24266,ACTIVE,true,2025-08-02,2026-06-07,9999-12-31,true
154,PROD000162,Nivia B62 1330,Nivia,SKU-NIV-FIT-4250,CAT0084,Fitness Equipment,SUP0194,Bullseye Archery Equipment,Wholesaler,15652.0,9391.2,6051.63,4.0,41241,ACTIVE,true,2023-12-11,2026-06-07,9999-12-31,true
161,PROD000169,Cosco C83 1739,Cosco,SKU-COS-FIT-8945,CAT0084,Fitness Equipment,SUP0200,MarineFloat Kayaks & Canoes,Wholesaler,23993.0,16075.31,12728.5,3.9,40740,ACTIVE,true,2025-10-01,2026-06-07,9999-12-31,true
172,PROD000180,HP Pavallion 2333,HP,SKU-HP-LAP-6113,CAT0009,Laptops,SUP0015,Vanguard Audio Systems,Retail Vendor,73315.0,58652.0,45705.42,3.6,25683,ACTIVE,false,2023-09-23,2026-06-07,9999-12-31,true
174,PROD000182,The Derma Co body gel 3692,The Derma Co,SKU-THE-HAI-4911,CAT0078,Haircare,SUP0149,DermaCare Clinical Supplies,Wholesaler,2570.0,2415.8,1772.14,4.4,1745,ACTIVE,false,2024-12-31,2026-06-07,9999-12-31,true
177,PROD000185,Nykaa Cosmetics Acne cream 2136,Nykaa Cosmetics,SKU-NYK-SKI-7214,CAT0071,Skincare,SUP0033,Kinetic Energy Batteries,Distributor,19848.0,18458.64,14351.11,2.6,7284,ACTIVE,true,2026-05-02,2026-06-07,9999-12-31,true
188,PROD000196,Sony Pods 3146,Sony,SKU-SON-HEA-7089,CAT0012,Headphones,SUP0166,SpringFresh Body Sprays,Distributor,43236.0,28968.12,23579.49,2.9,14461,ACTIVE,true,2025-07-29,2026-06-07,9999-12-31,true
189,PROD000197,Realme Galaxy s17 1415,Realme,SKU-REA-MOB-4270,CAT0006,Mobiles,SUP0126,ValuePlus Variety Wholesale,Wholesaler,135181.0,93274.89,60409.95,4.3,11760,OUT_OF_STOCK,true,2025-01-31,2026-06-07,9999-12-31,true
195,PROD000203,Johnson & Johnson body gel 9531,Johnson & Johnson,SKU-JOH-HAI-1635,CAT0078,Haircare,SUP0016,CoreCompute Server Supplies,Distributor,79769.0,72589.79,53611.13,4.5,36341,OUT_OF_STOCK,true,2024-05-30,2026-06-07,9999-12-31,true
207,PROD000215,Apple Nord 975,Apple,SKU-APP-MOB-8803,CAT0006,Mobiles,SUP0046,Metro Lifestyle Vendors,Retail Vendor,134359.0,102112.84,76821.19,4.5,17329,ACTIVE,true,2024-01-03,2026-06-07,9999-12-31,true
210,PROD000218,Pepe Jeans Slim Fit 1222,Pepe Jeans,SKU-PEP-WOM-5395,CAT0032,Women Clothing,SUP0113,SwiftStorage Utility Boxes,Distributor,73488.0,51441.6,39677.65,3.0,38604,ACTIVE,true,2024-04-25,2026-06-07,9999-12-31,true
214,PROD000222,Johnson & Johnson body gel 6448,Johnson & Johnson,SKU-JOH-HAI-5342,CAT0078,Haircare,SUP0191,LeatherBalls Sporting Goods,Wholesaler,98943.0,63323.52,50086.39,3.0,31701,ACTIVE,true,2023-09-05,2026-06-07,9999-12-31,true
216,PROD000225,JBL SoundPro 5840,JBL,SKU-JBL-HEA-9773,CAT0012,Headphones,SUP0200,MarineFloat Kayaks & Canoes,Wholesaler,117394.0,99784.9,69902.97,4.1,19687,ACTIVE,true,2023-11-08,2026-06-07,9999-12-31,true
217,PROD000227,Nykaa Cosmetics Waterproof Gel 9987,Nykaa Cosmetics,SKU-NYK-SKI-5146,CAT0071,Skincare,SUP0055,SoleMate Shoe Manufacturers,Wholesaler,97285.0,77828.0,47672.83,4.6,39072,ACTIVE,true,2024-09-01,2026-06-07,9999-12-31,true
223,PROD000233,Mamaearth Matte 6074,Mamaearth,SKU-MAM-SKI-2922,CAT0071,Skincare,SUP0176,SportsZone Retailers,Retail Vendor,76231.0,60984.8,41610.69,4.3,19816,ACTIVE,true,2025-05-27,2026-06-07,9999-12-31,true
229,PROD000239,Lotus Herbals Matte 2962,Lotus Herbals,SKU-LOT-SKI-5402,CAT0071,Skincare,SUP0194,Bullseye Archery Equipment,Wholesaler,6877.0,5088.98,3619.82,3.9,35802,ACTIVE,true,2025-11-20,2026-06-07,9999-12-31,true
241,PROD000251,Lotus Herbals Sheet-mask 3965,Lotus Herbals,SKU-LOT-SKI-7223,CAT0071,Skincare,SUP0077,QuickKart Marketplace Seller,Marketplace Seller,33896.0,26438.88,20215.43,4.0,20948,ACTIVE,true,2025-10-04,2026-06-07,9999-12-31,true
249,PROD000259,HRX Relaxed Fit 4391,HRX,SKU-HRX-MEN-1907,CAT0020,Men Clothing,SUP0054,Footwear Express Logistics,Distributor,59107.0,54969.51,41356.34,,44133,ACTIVE,true,2026-05-17,2026-06-07,9999-12-31,true
258,PROD000269,Nike AirMax 2009,Nike,SKU-NIK-FOO-7965,CAT0043,Footwear,SUP0208,BicycleBros Commuter Cycles,Marketplace Seller,38968.0,32343.44,22861.43,3.3,38467,ACTIVE,true,2024-10-04,2026-06-07,9999-12-31,true
266,PROD000277,Sony Wave 2404,Sony,SKU-SON-HEA-9040,CAT0012,Headphones,SUP0219,E-Retail Inventory Solutions,Marketplace Seller,145441.0,113443.98,70677.06,2.6,26983,ACTIVE,true,2024-04-20,2026-06-07,9999-12-31,true
268,PROD000279,Dell Predator 7475,Dell,SKU-DEL-LAP-1532,CAT0009,Laptops,SUP0083,Crest Footwear Distributors,Distributor,95961.0,88284.12,56951.72,4.6,46315,ACTIVE,false,2025-06-10,2026-06-07,9999-12-31,true
270,PROD000281,HRX Relaxed Fit 5806,HRX,SKU-HRX-MEN-1493,CAT0020,Men Clothing,SUP0013,LaserLine Optoelectronics,Distributor,130576.0,88791.68,67662.94,3.9,32550,ACTIVE,true,2024-09-13,2026-06-07,9999-12-31,true
271,PROD000282,Nike AirMax 151,Nike,SKU-NIK-FOO-3958,CAT0043,Footwear,SUP0081,DirectToHome Retail Logistics,Marketplace Seller,108521.0,92242.85,75929.99,4.3,29148,ACTIVE,true,2025-06-19,2026-06-07,9999-12-31,true
272,PROD000283,ASUS Legion 3787,ASUS,SKU-ASU-LAP-5114,CAT0009,Laptops,SUP0084,Textile CrossDock,Internal Warehouse Supplier,11805.0,7201.05,5960.71,3.4,43861,ACTIVE,true,2026-04-07,2026-06-07,9999-12-31,true
278,PROD000289,HRX Regular Fit 174,HRX,SKU-HRX-WOM-3801,CAT0032,Women Clothing,SUP0117,EverLasting Plastics House,Wholesaler,126619.0,84834.73,68885.68,4.1,49389,ACTIVE,true,2024-12-25,2026-06-07,9999-12-31,true
299,PROD000310,Johnson & Johnson onion shampoo 7738,Johnson & Johnson,SKU-JOH-HAI-3183,CAT0078,Haircare,SUP0014,CloudScale Hardware Network,Wholesaler,130525.0,96588.5,62630.98,,11303,ACTIVE,true,2025-01-18,2026-06-07,9999-12-31,true
319,PROD000330,Samsung Galaxy s17 1983,Samsung,SKU-SAM-MOB-4821,CAT0006,Mobiles,SUP0048,Elegant Silks & Fabrics,Wholesaler,59373.0,51060.78,40904.71,4.3,664,ACTIVE,true,2026-02-25,2026-06-07,9999-12-31,true
